Entry ID,[Event ID],[Event Name],Task ID,[Task Name]
4,2,me201aopt,26,???
5,2,me201aopt,1342177290,???
6,2,me201aopt,29,???
7,2,me201aopt,26,???
8,2,me201aopt,67108864,???
9,2,me201aopt,1000.0,???
10,2,me201aopt,29,???
11,2,me201aopt,26,???
12,2,me201aopt,67108864,???
13,2,me201aopt,1009.0,???
14,2,me201aopt,29,???
15,2,me201aopt,26,???
16,2,me201aopt,67108864,???
17,2,me201aopt,2000.0,???
18,2,me201aopt,29,???
19,2,me201aopt,26,???
20,2,me201aopt,67108864,???
21,2,me201aopt,2001.0,???
22,2,me201aopt,29,???
23,2,me201aopt,26,???
24,2,me201aopt,67108864,???
25,2,me201aopt,2002.0,???
26,2,me201aopt,29,???
27,2,me201aopt,26,???
28,2,me201aopt,67108864,???
29,2,me201aopt,2011.0,???
30,2,me201aopt,29,???
31,2,me201aopt,26,???
32,2,me201aopt,67108864,???
33,2,me201aopt,2012.0,???
34,2,me201aopt,29,???
35,2,me201aopt,26,???
36,2,me201aopt,67108864,???
37,2,me201aopt,2013.0,???
38,2,me201aopt,29,???
39,2,me201aopt,26,???
40,2,me201aopt,67108864,???
41,2,me201aopt,3000.0,???
42,2,me201aopt,29,???
43,2,me201aopt,26,???
44,2,me201aopt,67108864,???
45,2,me201aopt,3001.0,???
46,2,me201aopt,29,???
47,2,me201aopt,26,???
48,2,me201aopt,67108864,???
49,2,me201aopt,3010.0,???
50,2,me201aopt,29,???
51,2,me201aopt,26,???
52,2,me201aopt,67108864,???
53,2,me201aopt,14550.0,???
54,2,me201aopt,29,???
55,2,me201aopt,119,???
56,2,me201aopt,67108864,???
57,2,me201aopt,0.0,???
58,2,me201aopt,29,???
59,2,me201aopt,13,???
60,2,me201aopt,1342177290,???
61,2,me201aopt,29,???
62,2,me201aopt,67108864,???
63,2,me201aopt,1000.0,???
64,2,me201aopt,29,???
65,2,me201aopt,67108864,???
66,2,me201aopt,1009.0,???
67,2,me201aopt,29,???
68,2,me201aopt,67108864,???
69,2,me201aopt,2000.0,???
70,2,me201aopt,29,???
71,2,me201aopt,67108864,???
72,2,me201aopt,2001.0,???
73,2,me201aopt,29,???
74,2,me201aopt,67108864,???
75,2,me201aopt,2002.0,???
76,2,me201aopt,29,???
77,2,me201aopt,67108864,???
78,2,me201aopt,2011.0,???
79,2,me201aopt,29,???
80,2,me201aopt,67108864,???
81,2,me201aopt,2012.0,???
82,2,me201aopt,29,???
83,2,me201aopt,67108864,???
84,2,me201aopt,2013.0,???
85,2,me201aopt,29,???
86,2,me201aopt,67108864,???
87,2,me201aopt,3000.0,???
88,2,me201aopt,29,???
89,2,me201aopt,67108864,???
90,2,me201aopt,3001.0,???
91,2,me201aopt,29,???
92,2,me201aopt,67108864,???
93,2,me201aopt,3010.0,???
94,2,me201aopt,29,???
95,2,me201aopt,67108864,???
96,2,me201aopt,14550.0,???
97,2,me201aopt,29,???
98,2,me201aopt,13,???
99,2,me201aopt,23,???
100,2,me201aopt,74899,???
101,2,me201aopt,113,???
102,2,me201aopt,74904,???
103,2,me201aopt,98,???
104,2,me201aopt,1,???
105,2,me201aopt,67108864,???
106,2,me201aopt,10001.0,???
107,2,me201aopt,29,???
108,2,me201aopt,59,???
109,2,me201aopt,67108864,???
110,2,me201aopt,30.0,???
111,2,me201aopt,29,???
112,2,me201aopt,0,???
113,2,me201aopt,268435543,???
114,2,me201aopt,67108864,???
115,2,me201aopt,0.0,???
116,2,me201aopt,4,???
117,2,me201aopt,29,???
118,2,me201aopt,48,???
119,2,me201aopt,144,???
120,2,me201aopt,55792,???
121,2,me201aopt,2147483647,???
122,2,me201aopt,155,???
123,2,me201aopt,67108864,???
124,2,me201aopt,2.0,???
125,2,me201aopt,29,???
126,2,me201aopt,55872,???
127,2,me201aopt,2147483647,???
128,2,me201aopt,10,???
129,2,me201aopt,4,???
130,2,me201aopt,0,???
131,2,me201aopt,268435543,???
132,2,me201aopt,67108864,???
133,2,me201aopt,1.0,???
134,2,me201aopt,4,???
135,2,me201aopt,29,???
136,2,me201aopt,48,???
137,2,me201aopt,144,???
138,2,me201aopt,56164,???
139,2,me201aopt,2147483647,???
140,2,me201aopt,155,???
141,2,me201aopt,67108864,???
142,2,me201aopt,2.0,???
143,2,me201aopt,29,???
144,2,me201aopt,56252,???
145,2,me201aopt,2147483647,???
146,2,me201aopt,10,???
147,2,me201aopt,4,???
148,2,me201aopt,0,???
149,2,me201aopt,268435543,???
150,2,me201aopt,67108864,???
151,2,me201aopt,2.0,???
152,2,me201aopt,4,???
153,2,me201aopt,29,???
154,2,me201aopt,48,???
155,2,me201aopt,144,???
156,2,me201aopt,57084,???
157,2,me201aopt,2147483647,???
158,2,me201aopt,155,???
159,2,me201aopt,67108864,???
160,2,me201aopt,2.0,???
161,2,me201aopt,29,???
162,2,me201aopt,57148,???
163,2,me201aopt,2147483647,???
164,2,me201aopt,10,???
165,2,me201aopt,4,???
166,2,me201aopt,0,???
167,2,me201aopt,268435543,???
168,2,me201aopt,67108864,???
169,2,me201aopt,3.0,???
170,2,me201aopt,4,???
171,2,me201aopt,29,???
172,2,me201aopt,48,???
173,2,me201aopt,144,???
174,2,me201aopt,56544,???
175,2,me201aopt,2147483647,???
176,2,me201aopt,155,???
177,2,me201aopt,67108864,???
178,2,me201aopt,2.0,???
179,2,me201aopt,29,???
180,2,me201aopt,56620,???
181,2,me201aopt,2147483647,???
182,2,me201aopt,10,???
183,2,me201aopt,4,???
184,2,me201aopt,3,???
185,2,me201aopt,1342177289,???
186,2,me201aopt,29,???
187,2,me201aopt,2,???
188,2,me201aopt,0,???
189,2,me201aopt,12,???
190,2,me201aopt,1,???
191,2,me201aopt,220,???
192,2,me201aopt,0,???
193,2,me201aopt,268435543,???
194,2,me201aopt,67108864,???
195,2,me201aopt,0.0,???
196,2,me201aopt,4,???
197,2,me201aopt,29,???
198,2,me201aopt,24,???
199,2,me201aopt,144,???
200,2,me201aopt,55656,???
201,2,me201aopt,2147483647,???
202,2,me201aopt,10,???
203,2,me201aopt,4,???
204,2,me201aopt,0,???
205,2,me201aopt,268435543,???
206,2,me201aopt,67108864,???
207,2,me201aopt,1.0,???
208,2,me201aopt,4,???
209,2,me201aopt,29,???
210,2,me201aopt,24,???
211,2,me201aopt,144,???
212,2,me201aopt,56104,???
213,2,me201aopt,2147483647,???
214,2,me201aopt,10,???
215,2,me201aopt,4,???
216,2,me201aopt,0,???
217,2,me201aopt,268435543,???
218,2,me201aopt,67108864,???
219,2,me201aopt,2.0,???
220,2,me201aopt,4,???
221,2,me201aopt,29,???
222,2,me201aopt,24,???
223,2,me201aopt,144,???
224,2,me201aopt,56996,???
225,2,me201aopt,2147483647,???
226,2,me201aopt,10,???
227,2,me201aopt,4,???
228,2,me201aopt,0,???
229,2,me201aopt,268435543,???
230,2,me201aopt,67108864,???
231,2,me201aopt,3.0,???
232,2,me201aopt,4,???
233,2,me201aopt,29,???
234,2,me201aopt,24,???
235,2,me201aopt,144,???
236,2,me201aopt,56508,???
237,2,me201aopt,2147483647,???
238,2,me201aopt,10,???
239,2,me201aopt,4,???
240,2,me201aopt,17,???
241,2,me201aopt,67108864,???
242,2,me201aopt,1092.0,Set Bit
243,2,me201aopt,29,???
244,2,me201aopt,10,???
245,2,me201aopt,220,???
246,2,me201aopt,0,???
247,2,me201aopt,268435543,???
248,2,me201aopt,67108864,???
249,2,me201aopt,0.0,???
250,2,me201aopt,4,???
251,2,me201aopt,29,???
252,2,me201aopt,24,???
253,2,me201aopt,144,???
254,2,me201aopt,55500,???
255,2,me201aopt,2147483647,???
256,2,me201aopt,10,???
257,2,me201aopt,4,???
258,2,me201aopt,0,???
259,2,me201aopt,268435543,???
260,2,me201aopt,67108864,???
261,2,me201aopt,1.0,???
262,2,me201aopt,4,???
263,2,me201aopt,29,???
264,2,me201aopt,24,???
265,2,me201aopt,144,???
266,2,me201aopt,55948,???
267,2,me201aopt,2147483647,???
268,2,me201aopt,10,???
269,2,me201aopt,4,???
270,2,me201aopt,0,???
271,2,me201aopt,268435543,???
272,2,me201aopt,67108864,???
273,2,me201aopt,2.0,???
274,2,me201aopt,4,???
275,2,me201aopt,29,???
276,2,me201aopt,24,???
277,2,me201aopt,144,???
278,2,me201aopt,56844,???
279,2,me201aopt,2147483647,???
280,2,me201aopt,10,???
281,2,me201aopt,4,???
282,2,me201aopt,0,???
283,2,me201aopt,268435543,???
284,2,me201aopt,67108864,???
285,2,me201aopt,3.0,???
286,2,me201aopt,4,???
287,2,me201aopt,29,???
288,2,me201aopt,24,???
289,2,me201aopt,144,???
290,2,me201aopt,56348,???
291,2,me201aopt,2147483647,???
292,2,me201aopt,10,???
293,2,me201aopt,4,???
294,2,me201aopt,18,???
295,2,me201aopt,67108864,???
296,2,me201aopt,1092.0,Unset Bit
297,2,me201aopt,29,???
298,2,me201aopt,10,???
299,2,me201aopt,4,???
300,2,me201aopt,0,???
301,2,me201aopt,268435543,???
302,2,me201aopt,67108864,???
303,2,me201aopt,0.0,???
304,2,me201aopt,4,???
305,2,me201aopt,29,???
306,2,me201aopt,28,???
307,2,me201aopt,144,???
308,2,me201aopt,55348,???
309,2,me201aopt,134217984,???
310,2,me201aopt,29,???
311,2,me201aopt,10,???
312,2,me201aopt,4,???
313,2,me201aopt,0,???
314,2,me201aopt,268435543,???
315,2,me201aopt,67108864,???
316,2,me201aopt,1.0,???
317,2,me201aopt,4,???
318,2,me201aopt,29,???
319,2,me201aopt,28,???
320,2,me201aopt,144,???
321,2,me201aopt,55792,???
322,2,me201aopt,134217984,???
323,2,me201aopt,29,???
324,2,me201aopt,10,???
325,2,me201aopt,4,???
326,2,me201aopt,0,???
327,2,me201aopt,268435543,???
328,2,me201aopt,67108864,???
329,2,me201aopt,2.0,???
330,2,me201aopt,4,???
331,2,me201aopt,29,???
332,2,me201aopt,28,???
333,2,me201aopt,144,???
334,2,me201aopt,56688,???
335,2,me201aopt,134217984,???
336,2,me201aopt,29,???
337,2,me201aopt,10,???
338,2,me201aopt,4,???
339,2,me201aopt,0,???
340,2,me201aopt,268435543,???
341,2,me201aopt,67108864,???
342,2,me201aopt,3.0,???
343,2,me201aopt,4,???
344,2,me201aopt,29,???
345,2,me201aopt,28,???
346,2,me201aopt,144,???
347,2,me201aopt,56180,???
348,2,me201aopt,134217984,???
349,2,me201aopt,29,???
350,2,me201aopt,10,???
351,2,me201aopt,4,???
352,2,me201aopt,60,???
353,2,me201aopt,67108864,???
354,2,me201aopt,30.0,???
355,2,me201aopt,29,???
356,2,me201aopt,99,???
357,2,me201aopt,1,???
358,2,me201aopt,67108864,???
359,2,me201aopt,10001.0,???
360,2,me201aopt,29,???
361,2,me201aopt,110,???
362,2,me201aopt,73877,???
363,2,me201aopt,16,???
364,2,me201aopt,67108864,???
365,2,me201aopt,2.0,???
366,2,me201aopt,29,???
367,2,me201aopt,118,???
368,2,me201aopt,67108864,???
369,2,me201aopt,0.0,???
370,2,me201aopt,29,???
371,2,me201aopt,13,???
372,2,me201aopt,1342177290,???
373,2,me201aopt,29,???
374,2,me201aopt,67108864,???
375,2,me201aopt,1000.0,???
376,2,me201aopt,29,???
377,2,me201aopt,67108864,???
378,2,me201aopt,1009.0,???
379,2,me201aopt,29,???
380,2,me201aopt,67108864,???
381,2,me201aopt,2000.0,???
382,2,me201aopt,29,???
383,2,me201aopt,67108864,???
384,2,me201aopt,2001.0,???
385,2,me201aopt,29,???
386,2,me201aopt,67108864,???
387,2,me201aopt,2002.0,???
388,2,me201aopt,29,???
389,2,me201aopt,67108864,???
390,2,me201aopt,2011.0,???
391,2,me201aopt,29,???
392,2,me201aopt,67108864,???
393,2,me201aopt,2012.0,???
394,2,me201aopt,29,???
395,2,me201aopt,67108864,???
396,2,me201aopt,2013.0,???
397,2,me201aopt,29,???
398,2,me201aopt,67108864,???
399,2,me201aopt,3000.0,???
400,2,me201aopt,29,???
401,2,me201aopt,67108864,???
402,2,me201aopt,3001.0,???
403,2,me201aopt,29,???
404,2,me201aopt,67108864,???
405,2,me201aopt,3010.0,???
406,2,me201aopt,29,???
407,2,me201aopt,67108864,???
408,2,me201aopt,14550.0,???
409,2,me201aopt,29,???
410,2,me201aopt,41,???
411,2,me201aopt,67108864,???
412,2,me201aopt,0.0,???
413,2,me201aopt,29,???
414,2,me201aopt,41,???
415,2,me201aopt,1342177290,???
416,2,me201aopt,29,???
417,2,me201aopt,41,???
418,2,me201aopt,67108864,???
419,2,me201aopt,1000.0,???
420,2,me201aopt,29,???
421,2,me201aopt,41,???
422,2,me201aopt,67108864,???
423,2,me201aopt,1009.0,???
424,2,me201aopt,29,???
425,2,me201aopt,41,???
426,2,me201aopt,67108864,???
427,2,me201aopt,2000.0,???
428,2,me201aopt,29,???
429,2,me201aopt,41,???
430,2,me201aopt,67108864,???
431,2,me201aopt,2001.0,???
432,2,me201aopt,29,???
433,2,me201aopt,41,???
434,2,me201aopt,67108864,???
435,2,me201aopt,2002.0,???
436,2,me201aopt,29,???
437,2,me201aopt,41,???
438,2,me201aopt,67108864,???
439,2,me201aopt,2011.0,???
440,2,me201aopt,29,???
441,2,me201aopt,41,???
442,2,me201aopt,67108864,???
443,2,me201aopt,2012.0,???
444,2,me201aopt,29,???
445,2,me201aopt,41,???
446,2,me201aopt,67108864,???
447,2,me201aopt,2013.0,???
448,2,me201aopt,29,???
449,2,me201aopt,41,???
450,2,me201aopt,67108864,???
451,2,me201aopt,3000.0,???
452,2,me201aopt,29,???
453,2,me201aopt,41,???
454,2,me201aopt,67108864,???
455,2,me201aopt,3001.0,???
456,2,me201aopt,29,???
457,2,me201aopt,41,???
458,2,me201aopt,67108864,???
459,2,me201aopt,3010.0,???
460,2,me201aopt,29,???
461,2,me201aopt,41,???
462,2,me201aopt,67108864,???
463,2,me201aopt,14550.0,???
464,2,me201aopt,29,???
465,2,me201aopt,12,???
0,3,me201aa00,9,???
1,3,me201aa00,67108864,???
2,3,me201aa00,1.0,???
3,3,me201aa00,29,???
4,3,me201aa00,20,???
5,3,me201aa00,67108864,???
6,3,me201aa00,244.0,Get Item
7,3,me201aa00,29,???
8,3,me201aa00,157,???
9,3,me201aa00,67108864,???
10,3,me201aa00,0.0,???
11,3,me201aa00,29,???
12,3,me201aa00,157,???
13,3,me201aa00,67108864,???
14,3,me201aa00,1.0,???
15,3,me201aa00,29,???
16,3,me201aa00,222,???
17,3,me201aa00,67108864,???
18,3,me201aa00,-1.0,???
19,3,me201aa00,29,???
20,3,me201aa00,20,???
21,3,me201aa00,67108864,???
22,3,me201aa00,326.0,Get Item
23,3,me201aa00,29,???
24,3,me201aa00,20,???
25,3,me201aa00,67108864,???
26,3,me201aa00,327.0,Get Item
27,3,me201aa00,29,???
28,3,me201aa00,17,???
29,3,me201aa00,67108864,???
30,3,me201aa00,1093.0,Set Bit
31,3,me201aa00,29,???
32,3,me201aa00,17,???
33,3,me201aa00,67108864,???
34,3,me201aa00,1097.0,Set Bit
35,3,me201aa00,29,???
36,3,me201aa00,17,???
37,3,me201aa00,67108864,???
38,3,me201aa00,1098.0,Set Bit
39,3,me201aa00,29,???
40,3,me201aa00,5,???
41,3,me201aa00,268435556,???
42,3,me201aa00,67108864,???
43,3,me201aa00,1.0,???
44,3,me201aa00,10,???
45,3,me201aa00,29,???
46,3,me201aa00,12,???
0,4,me201aa02,9,???
1,4,me201aa02,67108864,???
2,4,me201aa02,1.0,???
3,4,me201aa02,29,???
4,4,me201aa02,17,???
5,4,me201aa02,67108864,???
6,4,me201aa02,1.0,Set Bit
7,4,me201aa02,29,???
8,4,me201aa02,5,???
9,4,me201aa02,268435462,???
10,4,me201aa02,67108864,???
11,4,me201aa02,4.0,???
12,4,me201aa02,10,???
13,4,me201aa02,29,???
14,4,me201aa02,219,???
15,4,me201aa02,67108864,???
16,4,me201aa02,0.0,???
17,4,me201aa02,29,???
18,4,me201aa02,26,???
19,4,me201aa02,1342177290,???
20,4,me201aa02,29,???
21,4,me201aa02,26,???
22,4,me201aa02,67108864,???
23,4,me201aa02,1000.0,???
24,4,me201aa02,29,???
25,4,me201aa02,26,???
26,4,me201aa02,67108864,???
27,4,me201aa02,1005.0,???
28,4,me201aa02,29,???
29,4,me201aa02,26,???
30,4,me201aa02,67108864,???
31,4,me201aa02,1009.0,???
32,4,me201aa02,29,???
33,4,me201aa02,26,???
34,4,me201aa02,67108864,???
35,4,me201aa02,3000.0,???
36,4,me201aa02,29,???
37,4,me201aa02,26,???
38,4,me201aa02,67108864,???
39,4,me201aa02,3001.0,???
40,4,me201aa02,29,???
41,4,me201aa02,26,???
42,4,me201aa02,67108864,???
43,4,me201aa02,3010.0,???
44,4,me201aa02,29,???
45,4,me201aa02,26,???
46,4,me201aa02,67108864,???
47,4,me201aa02,14550.0,???
48,4,me201aa02,29,???
49,4,me201aa02,119,???
50,4,me201aa02,67108864,???
51,4,me201aa02,0.0,???
52,4,me201aa02,29,???
53,4,me201aa02,8,???
54,4,me201aa02,1342177290,???
55,4,me201aa02,29,???
56,4,me201aa02,67108864,???
57,4,me201aa02,1000.0,???
58,4,me201aa02,29,???
59,4,me201aa02,67108864,???
60,4,me201aa02,1005.0,???
61,4,me201aa02,29,???
62,4,me201aa02,67108864,???
63,4,me201aa02,1009.0,???
64,4,me201aa02,29,???
65,4,me201aa02,67108864,???
66,4,me201aa02,3000.0,???
67,4,me201aa02,29,???
68,4,me201aa02,67108864,???
69,4,me201aa02,3001.0,???
70,4,me201aa02,29,???
71,4,me201aa02,67108864,???
72,4,me201aa02,3010.0,???
73,4,me201aa02,29,???
74,4,me201aa02,67108864,???
75,4,me201aa02,14550.0,???
76,4,me201aa02,29,???
77,4,me201aa02,23,???
78,4,me201aa02,72974,???
79,4,me201aa02,113,???
80,4,me201aa02,72980,???
81,4,me201aa02,26,???
82,4,me201aa02,67108864,???
83,4,me201aa02,30001.0,???
84,4,me201aa02,29,???
85,4,me201aa02,26,???
86,4,me201aa02,67108864,???
87,4,me201aa02,33030.0,???
88,4,me201aa02,29,???
89,4,me201aa02,26,???
90,4,me201aa02,67108864,???
91,4,me201aa02,33031.0,???
92,4,me201aa02,29,???
93,4,me201aa02,26,???
94,4,me201aa02,67108864,???
95,4,me201aa02,33038.0,???
96,4,me201aa02,29,???
97,4,me201aa02,26,???
98,4,me201aa02,67108864,???
99,4,me201aa02,33039.0,???
100,4,me201aa02,29,???
101,4,me201aa02,106,???
102,4,me201aa02,67108864,???
103,4,me201aa02,30001.0,???
104,4,me201aa02,29,???
105,4,me201aa02,67108864,???
106,4,me201aa02,4.0,???
107,4,me201aa02,29,???
108,4,me201aa02,67108864,???
109,4,me201aa02,33030.0,???
110,4,me201aa02,29,???
111,4,me201aa02,67108864,???
112,4,me201aa02,0.0,???
113,4,me201aa02,29,???
114,4,me201aa02,67108864,???
115,4,me201aa02,3.0,???
116,4,me201aa02,29,???
117,4,me201aa02,67108864,???
118,4,me201aa02,10.0,???
119,4,me201aa02,67108864,???
120,4,me201aa02,15.0,???
121,4,me201aa02,21,???
122,4,me201aa02,29,???
123,4,me201aa02,67108864,???
124,4,me201aa02,0.0,???
125,4,me201aa02,29,???
126,4,me201aa02,67108864,???
127,4,me201aa02,0.0,???
128,4,me201aa02,29,???
129,4,me201aa02,67108864,???
130,4,me201aa02,0.0,???
131,4,me201aa02,29,???
132,4,me201aa02,106,???
133,4,me201aa02,67108864,???
134,4,me201aa02,30001.0,???
135,4,me201aa02,29,???
136,4,me201aa02,67108864,???
137,4,me201aa02,4.0,???
138,4,me201aa02,29,???
139,4,me201aa02,67108864,???
140,4,me201aa02,33031.0,???
141,4,me201aa02,29,???
142,4,me201aa02,67108864,???
143,4,me201aa02,13.0,???
144,4,me201aa02,29,???
145,4,me201aa02,67108864,???
146,4,me201aa02,3.0,???
147,4,me201aa02,29,???
148,4,me201aa02,67108864,???
149,4,me201aa02,5.0,???
150,4,me201aa02,67108864,???
151,4,me201aa02,10.0,???
152,4,me201aa02,21,???
153,4,me201aa02,29,???
154,4,me201aa02,67108864,???
155,4,me201aa02,0.0,???
156,4,me201aa02,29,???
157,4,me201aa02,67108864,???
158,4,me201aa02,0.0,???
159,4,me201aa02,29,???
160,4,me201aa02,67108864,???
161,4,me201aa02,0.0,???
162,4,me201aa02,29,???
163,4,me201aa02,106,???
164,4,me201aa02,67108864,???
165,4,me201aa02,30001.0,???
166,4,me201aa02,29,???
167,4,me201aa02,67108864,???
168,4,me201aa02,4.0,???
169,4,me201aa02,29,???
170,4,me201aa02,67108864,???
171,4,me201aa02,33038.0,???
172,4,me201aa02,29,???
173,4,me201aa02,67108864,???
174,4,me201aa02,-10.0,???
175,4,me201aa02,67108864,???
176,4,me201aa02,2.0,???
177,4,me201aa02,21,???
178,4,me201aa02,29,???
179,4,me201aa02,67108864,???
180,4,me201aa02,-7.5,???
181,4,me201aa02,29,???
182,4,me201aa02,67108864,???
183,4,me201aa02,35.0,???
184,4,me201aa02,67108864,???
185,4,me201aa02,5.0,???
186,4,me201aa02,21,???
187,4,me201aa02,29,???
188,4,me201aa02,67108864,???
189,4,me201aa02,0.0,???
190,4,me201aa02,29,???
191,4,me201aa02,67108864,???
192,4,me201aa02,0.0,???
193,4,me201aa02,29,???
194,4,me201aa02,67108864,???
195,4,me201aa02,0.0,???
196,4,me201aa02,29,???
197,4,me201aa02,106,???
198,4,me201aa02,67108864,???
199,4,me201aa02,30001.0,???
200,4,me201aa02,29,???
201,4,me201aa02,67108864,???
202,4,me201aa02,4.0,???
203,4,me201aa02,29,???
204,4,me201aa02,67108864,???
205,4,me201aa02,33039.0,???
206,4,me201aa02,29,???
207,4,me201aa02,67108864,???
208,4,me201aa02,10.0,???
209,4,me201aa02,67108864,???
210,4,me201aa02,2.0,???
211,4,me201aa02,22,???
212,4,me201aa02,29,???
213,4,me201aa02,67108864,???
214,4,me201aa02,-7.5,???
215,4,me201aa02,29,???
216,4,me201aa02,67108864,???
217,4,me201aa02,35.0,???
218,4,me201aa02,67108864,???
219,4,me201aa02,5.0,???
220,4,me201aa02,21,???
221,4,me201aa02,29,???
222,4,me201aa02,67108864,???
223,4,me201aa02,0.0,???
224,4,me201aa02,29,???
225,4,me201aa02,67108864,???
226,4,me201aa02,0.0,???
227,4,me201aa02,29,???
228,4,me201aa02,67108864,???
229,4,me201aa02,0.0,???
230,4,me201aa02,29,???
231,4,me201aa02,31,???
232,4,me201aa02,67108864,???
233,4,me201aa02,30001.0,???
234,4,me201aa02,29,???
235,4,me201aa02,67108864,???
236,4,me201aa02,0.0,???
237,4,me201aa02,29,???
238,4,me201aa02,67108864,???
239,4,me201aa02,-3000.0,???
240,4,me201aa02,29,???
241,4,me201aa02,67108864,???
242,4,me201aa02,0.0,???
243,4,me201aa02,29,???
244,4,me201aa02,67108864,???
245,4,me201aa02,0.0,???
246,4,me201aa02,29,???
247,4,me201aa02,67108864,???
248,4,me201aa02,0.0,???
249,4,me201aa02,29,???
250,4,me201aa02,67108864,???
251,4,me201aa02,0.0,???
252,4,me201aa02,29,???
253,4,me201aa02,2139095039,???
254,4,me201aa02,119,???
255,4,me201aa02,67108864,???
256,4,me201aa02,0.0,???
257,4,me201aa02,29,???
258,4,me201aa02,5,???
259,4,me201aa02,67108864,???
260,4,me201aa02,30001.0,???
261,4,me201aa02,29,???
262,4,me201aa02,67108864,???
263,4,me201aa02,33030.0,???
264,4,me201aa02,29,???
265,4,me201aa02,67108864,???
266,4,me201aa02,33031.0,???
267,4,me201aa02,29,???
268,4,me201aa02,67108864,???
269,4,me201aa02,33038.0,???
270,4,me201aa02,29,???
271,4,me201aa02,67108864,???
272,4,me201aa02,33039.0,???
273,4,me201aa02,29,???
274,4,me201aa02,13,???
275,4,me201aa02,128,???
276,4,me201aa02,67108864,???
277,4,me201aa02,33031.0,???
278,4,me201aa02,29,???
279,4,me201aa02,67108864,???
280,4,me201aa02,0.0,???
281,4,me201aa02,29,???
282,4,me201aa02,2139095039,???
283,4,me201aa02,67108864,???
284,4,me201aa02,1.0,???
285,4,me201aa02,29,???
286,4,me201aa02,2139095039,???
287,4,me201aa02,67108864,???
288,4,me201aa02,1.0,???
289,4,me201aa02,29,???
290,4,me201aa02,13,???
291,4,me201aa02,128,???
292,4,me201aa02,67108864,???
293,4,me201aa02,33038.0,???
294,4,me201aa02,29,???
295,4,me201aa02,67108864,???
296,4,me201aa02,0.0,???
297,4,me201aa02,29,???
298,4,me201aa02,2139095039,???
299,4,me201aa02,67108864,???
300,4,me201aa02,1.0,???
301,4,me201aa02,29,???
302,4,me201aa02,2139095039,???
303,4,me201aa02,67108864,???
304,4,me201aa02,1.0,???
305,4,me201aa02,29,???
306,4,me201aa02,13,???
307,4,me201aa02,128,???
308,4,me201aa02,67108864,???
309,4,me201aa02,33039.0,???
