Entry ID,[Entry name],[Finalized],Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State miss%
66,Ice Storm,False,0,Super Move,0,Damage,2,All characters,16,20,2,Purple,0,Physical,0,0,0,Poison,0
67,Call Allies,False,0,Super Move,43,Call enemy,0,None,60,0,0,Green,0,Physical,0,0,0,Poison,0
68,Call Allies,False,0,Super Move,43,Call enemy,0,None,84,0,0,Green,0,Physical,0,0,0,Poison,0
69,Call Allies,False,0,Super Move,43,Call enemy,0,None,107,0,0,Green,0,Physical,0,0,0,Poison,0
70,Grenade,False,0,Super Move,0,Damage,96,Character area #0,16,20,4,Yellow,0,Physical,0,0,0,Poison,0
71,Poison Gas,False,0,Super Move,4,Add Poison + Damage,96,Character area #0,16,20,0,Green,0,Physical,16,17,0,Poison,50
72,Sacrum Crystal,False,0,Super Move,31,Recover HP,4,All enemies,800,0,0,Green,0,Physical,0,0,0,Poison,0
73,Call Allies,False,0,Super Move,43,Call enemy,0,None,97,0,0,Green,0,Physical,0,0,0,Poison,0
74,Call Allies,False,0,Super Move,43,Call enemy,0,None,75,0,0,Green,0,Physical,0,0,0,Poison,0
75,Discharge,False,0,Super Move,0,Damage,2,All characters,16,20,4,Yellow,0,Physical,0,0,0,Poison,0
76,Tatatimorutto,False,0,Super Move,0,Damage,1,One character,16,40,3,Blue,0,Physical,0,0,0,Poison,0
77,Round Claw,False,0,Super Move,0,Damage,1,One character,16,40,5,Silver,0,Physical,0,0,0,Poison,0
78,Call Allies,False,0,Super Move,43,Call enemy,0,None,93,0,0,Green,0,Physical,0,0,0,Poison,0
79,Sacri Crystal,True,0,Super Move,31,Recover HP,3,One enemy,400,0,0,Green,0,Physical,0,0,0,Poison,0
80,Sacres Crystal,False,0,Super Move,31,Recover HP,3,One enemy,800,0,0,Green,0,Physical,0,0,0,Poison,0
81,Sacrulen Crystal,False,0,Super Move,31,Recover HP,4,All enemies,800,0,0,Green,0,Physical,0,0,0,Poison,0
82,Call Allies,False,0,Super Move,43,Call enemy,0,None,92,0,0,Green,0,Physical,0,0,0,Poison,0
83,Silver Nightmare,False,0,Super Move,74,Control ally,1,One character,0,0,0,Green,0,Physical,0,0,0,Poison,0
84,Silver Binds,False,0,Super Move,0,Damage,1,One character,16,50,5,Silver,0,Physical,0,0,0,Poison,0
85,Turn Recovery,False,0,Super Move,33,Add Regenerate,5,User,0,0,0,Green,0,Physical,0,0,0,Poison,0
86,Destruction,False,0,Super Move,17,Remove positive states,2,All characters,16,25,-1,None,-1,None,-1,-1,-1,None,-1
87,Call Allies,False,0,Super Move,43,Call enemy,0,None,44,0,0,Green,0,Physical,0,0,0,Poison,0
88,Call Allies,False,0,Super Move,43,Call enemy,0,None,21,0,0,Green,0,Physical,0,0,0,Poison,0
89,Call Allies,False,0,Super Move,43,Call enemy,0,None,22,0,0,Green,0,Physical,0,0,0,Poison,0
90,Silver Eclipse,False,0,Super Move,0,Damage,2,All characters,16,25,6,Neutral,0,Physical,0,0,0,Poison,0
91,使ってないよねえ,False,0,Super Move,8,Add Stone + Damage,1,One character,16,15,0,Green,0,Physical,16,17,2,Stone,70
92,Fatigue Breath,False,0,Super Move,72,Add Fatigue + Damage,1,One character,16,15,0,Green,0,Physical,16,17,6,Fatigue,20
93,Fatigue Breath,False,0,Super Move,72,Add Fatigue + Damage,1,One character,16,15,1,Red,0,Physical,16,17,6,Fatigue,20
94,Lunar Blessing,False,0,Super Move,33,Add Regenerate,5,User,600,0,0,Green,0,Physical,0,0,0,Poison,0
95,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
96,欠番,False,0,Super Move,0,Damage,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
97,Emergency,False,0,Super Move,64,Call enemy + Defeat all enemies,0,None,99,0,0,Green,0,Physical,0,0,0,Poison,0
98,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
99,Blaster,True,0,Super Move,0,Damage,101,Character line #1,16,25,5,Silver,0,Physical,0,0,0,Poison,0
100,Magic?,True,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
101,予備ブランク,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
102,予備ブランク,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
103,予備ブランク,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
104,予備ブランク,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
105,予備ブランク,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
106,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
107,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
108,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
109,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
110,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
111,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
112,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
113,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
114,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
115,Call Allies,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
116,Power Potion,False,0,Super Move,21,Add Strengthen,3,One enemy,0,0,0,Green,0,Physical,0,0,0,Poison,0
117,Speed Potion,False,0,Super Move,20,Add Quickened,4,All enemies,0,0,0,Green,0,Physical,0,0,0,Poison,0
118,Sacres Crystal,False,0,Super Move,31,Recover HP,3,One enemy,800,0,0,Green,0,Physical,0,0,0,Poison,0
119,Death Tackle,False,0,Super Move,0,Damage,102,Character line #2,16,40,4,Yellow,0,Physical,0,0,0,Poison,0
120,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
121,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
122,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
123,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
124,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
125,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
126,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
127,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
128,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
129,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
130,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
131,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
132,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
133,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
134,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
135,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
136,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
137,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
138,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
139,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
140,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
141,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
142,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
143,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
144,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
145,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
146,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
147,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
148,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
149,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
150,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
151,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
152,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
153,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
154,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
155,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
156,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
157,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
158,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
159,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
160,Search,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
161,Poison Gas,False,0,Super Move,4,Add Poison + Damage,96,Character area #0,16,15,0,Green,0,Physical,16,17,0,Poison,50
162,Fatigue Gas,False,0,Super Move,72,Add Fatigue + Damage,96,Character area #0,16,15,4,Yellow,0,Physical,16,17,6,Fatigue,20
163,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
164,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
165,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
166,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
167,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
168,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
169,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
170,Needle Storm,True,0,Super Move,0,Damage,1,One character,16,40,3,Blue,0,Physical,0,0,0,Poison,0
171,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
172,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
173,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
174,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
175,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
176,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
177,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
178,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
179,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
180,Lava Storm,False,0,Super Move,0,Damage,2,All characters,16,10,1,Red,0,Physical,0,0,0,Poison,0
181,Blast Breath,False,0,Super Move,0,Damage,2,All characters,16,15,1,Red,0,Physical,0,0,0,Poison,0
182,Loqua Spray,False,0,Super Move,0,Damage,2,All characters,16,25,1,Red,0,Physical,0,0,0,Poison,0
183,Frost Breath,False,0,Super Move,0,Damage,2,All characters,16,15,2,Purple,0,Physical,0,0,0,Poison,0
184,Frost Breath,False,0,Super Move,0,Damage,2,All characters,16,15,2,Purple,0,Physical,0,0,0,Poison,0
185,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
186,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
187,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
188,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
189,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
190,Damyun,False,0,Super Move,12,Add Silence,2,All characters,0,0,0,Green,0,Physical,16,17,5,Silence,40
191,Slumber Dust,False,0,Super Move,9,Add Sleep,102,Character line #2,0,0,0,Green,0,Physical,16,17,3,Sleep,40
192,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
193,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
194,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
195,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
196,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
197,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
198,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
199,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
200,Call Allies,False,0,Super Move,43,Call enemy,0,None,13,0,0,Green,0,Physical,0,0,0,Poison,0
201,Call Allies,False,0,Super Move,43,Call enemy,0,None,96,0,0,Green,0,Physical,0,0,0,Poison,0
202,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
203,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
204,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
205,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
206,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
207,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
208,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
209,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
210,HP Absorb,True,0,Super Move,44,Absorb HP,1,One character,2,10,0,Green,0,Physical,0,0,0,Poison,0
211,HP Absorb,True,0,Super Move,44,Absorb HP,1,One character,2,10,0,Green,0,Physical,0,0,0,Poison,0
212,HP Absorb,False,0,Super Move,44,Absorb HP,1,One character,2,20,0,Green,0,Physical,0,0,0,Poison,0
213,HP Absorb,False,0,Super Move,44,Absorb HP,1,One character,2,20,0,Green,0,Physical,0,0,0,Poison,0
214,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
215,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
216,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
217,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
218,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
219,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
220,Rapid Fire,False,0,Super Move,0,Damage,1,One character,16,30,4,Yellow,0,Physical,0,0,0,Poison,0
221,欠番,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
222,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
223,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
224,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
225,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
226,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
227,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
228,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
229,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
230,Irnagun,False,0,Super Move,0,Damage,1,One character,16,40,3,Blue,0,Physical,0,0,0,Poison,0
231,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
232,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
233,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
234,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
235,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
236,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
237,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
238,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
239,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
240,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
241,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
242,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
243,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
244,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
245,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
246,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
247,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
