Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],[EC1 US Name],EC2 ID,[EC2 JP Name],[EC2 US Name],EC3 ID,[EC3 JP Name],[EC3 US Name],EC4 ID,[EC4 JP Name],[EC4 US Name],EC5 ID,[EC5 JP Name],[EC5 US Name],EC6 ID,[EC6 JP Name],[EC6 US Name],EC7 ID,[EC7 JP Name],[EC7 US Name],EC8 ID,[EC8 JP Name],[EC8 US Name]
31,a099a_01ep.enp,12,1,4,Grouder,Grouder,4,Grouder,Grouder,3,Marocca,Marocca,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None
0,a099a_02ep.enp,44,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_02ep.enp,44,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_02ep.enp,34,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_02ep.enp,29,1,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_02ep.enp,29,1,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_02ep.enp,24,1,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None
6,a099a_02ep.enp,44,1,18,Thorkyn,Thorkryn,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_02ep.enp,44,1,18,Thorkyn,Thorkryn,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None
8,a099a_02ep.enp,44,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_02ep.enp,34,1,19,Scorfly,Scorfly,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_02ep.enp,34,1,19,Scorfly,Scorfly,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None
11,a099a_02ep.enp,34,1,19,Scorfly,Scorfly,19,Scorfly,Scorfly,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
12,a099a_02ep.enp,44,1,4,Grouder,Grouder,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_02ep.enp,44,1,4,Grouder,Grouder,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,255,None,None,255,None,None,255,None,None,255,None,None
14,a099a_02ep.enp,34,1,4,Grouder,Grouder,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,a099a_02ep.enp,24,1,4,Grouder,Grouder,4,Grouder,Grouder,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
16,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
19,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
20,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a099a_02ep.enp,24,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None
22,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None
24,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None
25,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,19,Scorfly,Scorfly,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None
26,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,4,Grouder,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,4,Grouder,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_02ep.enp,39,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,4,Grouder,Grouder,4,Grouder,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
29,a099a_02ep.enp,29,1,18,Thorkyn,Thorkryn,19,Scorfly,Scorfly,19,Scorfly,Scorfly,4,Grouder,Grouder,255,None,None,255,None,None,255,None,None,255,None,None
30,a099a_02ep.enp,52,1,17,Tsirat,Tsirat,17,Tsirat,Tsirat,17,Tsirat,Tsirat,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,a099a_02ep.enp,52,1,17,Tsirat,Tsirat,17,Tsirat,Tsirat,17,Tsirat,Tsirat,17,Tsirat,Tsirat,17,Tsirat,Tsirat,255,None,None,255,None,None,255,None,None
0,a099a_03ep.enp,63,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_03ep.enp,63,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,255,None,None,255,None,None
2,a099a_03ep.enp,73,1,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_03ep.enp,73,1,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_03ep.enp,88,1,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_03ep.enp,88,1,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_03ep.enp,58,1,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_03ep.enp,58,1,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
8,a099a_03ep.enp,29,1,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None
9,a099a_03ep.enp,68,1,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_03ep.enp,58,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_03ep.enp,48,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,255,None,None,255,None,None
12,a099a_03ep.enp,73,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_03ep.enp,63,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,13,Azbeth,Azbeth,30,Loopalon,Loopalon,255,None,None,255,None,None
14,a099a_03ep.enp,58,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None
15,a099a_03ep.enp,58,1,13,Azbeth,Azbeth,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
16,a099a_03ep.enp,58,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_03ep.enp,78,1,96,Stonebeak,Stonebeak,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_03ep.enp,78,1,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
19,a099a_03ep.enp,68,1,96,Stonebeak,Stonebeak,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a099a_03ep.enp,68,1,96,Stonebeak,Stonebeak,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None
21,a099a_03ep.enp,68,1,96,Stonebeak,Stonebeak,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None
22,a099a_03ep.enp,68,1,30,Loopalon,Loopalon,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a099a_03ep.enp,68,1,30,Loopalon,Loopalon,30,Loopalon,Loopalon,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None
24,a099a_03ep.enp,68,1,30,Loopalon,Loopalon,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
25,a099a_03ep.enp,58,1,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None
26,a099a_03ep.enp,68,1,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_03ep.enp,68,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_03ep.enp,63,1,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
29,a099a_03ep.enp,63,1,13,Azbeth,Azbeth,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,96,Stonebeak,Stonebeak,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None
30,a099a_03ep.enp,58,1,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None,255,None,None,255,None,None
31,a099a_03ep.enp,63,1,30,Loopalon,Loopalon,93,Durel Beetle,Durel Beetle,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,19,Scorfly,Scorfly,255,None,None,255,None,None
0,a099a_04ep.enp,75,2,64,Graver,Graver,64,Graver,Graver,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_04ep.enp,75,2,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_04ep.enp,70,2,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,13,Azbeth,Azbeth,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_04ep.enp,65,2,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,13,Azbeth,Azbeth,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None
4,a099a_04ep.enp,60,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None
5,a099a_04ep.enp,80,2,64,Graver,Graver,64,Graver,Graver,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_04ep.enp,75,2,64,Graver,Graver,64,Graver,Graver,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_04ep.enp,80,2,64,Graver,Graver,64,Graver,Graver,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None,255,None,None
8,a099a_04ep.enp,80,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,255,None,None,255,None,None
9,a099a_04ep.enp,70,2,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,13,Azbeth,Azbeth,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None
10,a099a_04ep.enp,80,2,64,Graver,Graver,64,Graver,Graver,93,Durel Beetle,Durel Beetle,93,Durel Beetle,Durel Beetle,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None
11,a099a_04ep.enp,70,2,64,Graver,Graver,64,Graver,Graver,13,Azbeth,Azbeth,93,Durel Beetle,Durel Beetle,96,Stonebeak,Stonebeak,255,None,None,255,None,None,255,None,None
0,a099a_05ep.enp,75,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_05ep.enp,70,2,64,Graver,Graver,64,Graver,Graver,12,Varkris,Varkris,12,Varkris,Varkris,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_05ep.enp,65,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,12,Varkris,Varkris,12,Varkris,Varkris,255,None,None,255,None,None,255,None,None
3,a099a_05ep.enp,84,2,64,Graver,Graver,64,Graver,Graver,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
4,a099a_05ep.enp,84,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,255,None,None,255,None,None
5,a099a_05ep.enp,84,2,64,Graver,Graver,64,Graver,Graver,12,Varkris,Varkris,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_05ep.enp,79,2,64,Graver,Graver,64,Graver,Graver,64,Graver,Graver,12,Varkris,Varkris,36,Pinalisk,Pinalisk,255,None,None,255,None,None,255,None,None
7,a099a_05ep.enp,84,2,64,Graver,Graver,64,Graver,Graver,12,Varkris,Varkris,36,Pinalisk,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
8,a099a_05ep.enp,104,2,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_05ep.enp,104,2,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a099a_05ep.enp,84,2,12,Varkris,Varkris,12,Varkris,Varkris,12,Varkris,Varkris,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_05ep.enp,84,2,12,Varkris,Varkris,12,Varkris,Varkris,12,Varkris,Varkris,12,Varkris,Varkris,12,Varkris,Varkris,255,None,None,255,None,None,255,None,None
12,a099a_05ep.enp,74,2,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_05ep.enp,74,2,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,36,Pinalisk,Pinalisk,255,None,None,255,None,None,255,None,None,255,None,None
